Category,Numerical,Description,Salary,Rating,Boolean
Category A,719,Ut labore et dolore magna aliqua,89067,5,False 
Category B,195,Sed do eiusmod tempor incididunt,54786,5,False 
Category C,912,Consectetur adipiscing elit,35682,5,False 
Category C,323,Lorem ipsum dolor sit amet,82148,5,False 
Category C,731,Consectetur adipiscing elit,100269,5,False 
Category C,891,Ut labore et dolore magna aliqua,42785,5,False 
Category A,653,Consectetur adipiscing elit,46973,5,False 
Category B,976,Lorem ipsum dolor sit amet,69352,5,False 
Category C,541,Lorem ipsum dolor sit amet,113472,5,False 
Category A,207,Ut labore et dolore magna aliqua,100564,5,False 
Category B,166,Lorem ipsum dolor sit amet,67504,5,False 
Category C,592,Consectetur adipiscing elit,109740,5,False 
Category A,366,Sed do eiusmod tempor incididunt,52784,5,False 
Category C,582,Consectetur adipiscing elit,105209,5,False 
Category A,18,Sed do eiusmod tempor incididunt,33958,5,False 
Category A,487,Ut labore et dolore magna aliqua,38036,5,False 
Category B,521,Consectetur adipiscing elit,36019,5,False 
Category B,657,Lorem ipsum dolor sit amet,95991,5,False 
Category C,593,Consectetur adipiscing elit,46292,5,False 
Category B,420,Ut labore et dolore magna aliqua,90559,5,False 
Category C,602,Lorem ipsum dolor sit amet,74884,5,False 
Category A,339,Ut labore et dolore magna aliqua,98947,5,False 
Category A,800,Ut labore et dolore magna aliqua,53344,5,False 
Category B,305,Lorem ipsum dolor sit amet,30847,5,False 
Category A,901,Sed do eiusmod tempor incididunt,116350,5,False 
Category B,392,Consectetur adipiscing elit,62764,5,False 
Category C,223,Ut labore et dolore magna aliqua,101866,5,False 
Category B,502,Sed do eiusmod tempor incididunt,92932,5,False 
Category C,30,Sed do eiusmod tempor incididunt,90708,5,False 
Category C,157,Lorem ipsum dolor sit amet,48422,5,False 
Category A,817,Consectetur adipiscing elit,44331,5,False 
Category C,280,Ut labore et dolore magna aliqua,99650,5,False 
Category C,244,Ut labore et dolore magna aliqua,71293,5,False 
Category A,32,Lorem ipsum dolor sit amet,119682,5,False 
Category C,839,Consectetur adipiscing elit,57935,5,False 
Category C,302,Lorem ipsum dolor sit amet,74691,5,False 
Category C,410,Consectetur adipiscing elit,88291,5,False 
Category B,337,Consectetur adipiscing elit,43131,5,False 
Category C,495,Lorem ipsum dolor sit amet,72004,5,False 
Category C,259,Consectetur adipiscing elit,90640,5,False 
Category B,434,Sed do eiusmod tempor incididunt,57040,5,False 
Category B,665,Ut labore et dolore magna aliqua,62153,5,False 
Category C,319,Ut labore et dolore magna aliqua,81884,5,False 
Category B,428,Consectetur adipiscing elit,80479,5,False 
Category A,874,Ut labore et dolore magna aliqua,87924,5,False 
Category A,589,Ut labore et dolore magna aliqua,45361,5,False 
Category C,597,Sed do eiusmod tempor incididunt,116402,5,False 
Category C,812,Sed do eiusmod tempor incididunt,96412,5,False 
Category B,603,Ut labore et dolore magna aliqua,47220,5,False 
Category C,474,Lorem ipsum dolor sit amet,95973,5,False 
Category B,851,Ut labore et dolore magna aliqua,95097,5,False 
Category A,99,Sed do eiusmod tempor incididunt,58526,5,False 
Category A,634,Lorem ipsum dolor sit amet,84704,5,False 
Category A,747,Lorem ipsum dolor sit amet,93327,5,False 
Category B,828,Sed do eiusmod tempor incididunt,74941,5,False 
Category C,681,Ut labore et dolore magna aliqua,115422,5,False 
Category C,201,Sed do eiusmod tempor incididunt,60787,5,False 
Category C,429,Ut labore et dolore magna aliqua,33341,5,False 
Category C,377,Sed do eiusmod tempor incididunt,53387,5,False 
Category C,456,Sed do eiusmod tempor incididunt,58099,5,False 
Category B,457,Lorem ipsum dolor sit amet,86043,5,False 
Category A,994,Lorem ipsum dolor sit amet,50939,5,False 
Category C,667,Lorem ipsum dolor sit amet,44777,5,False 
Category A,627,Consectetur adipiscing elit,90425,5,False 
Category C,85,Consectetur adipiscing elit,103964,5,False 
Category A,475,Lorem ipsum dolor sit amet,92973,5,False 
Category A,677,Sed do eiusmod tempor incididunt,104460,5,False 
Category B,216,Lorem ipsum dolor sit amet,119285,5,False 
Category A,908,Consectetur adipiscing elit,54773,5,False 
Category B,839,Sed do eiusmod tempor incididunt,35023,5,False 
Category A,454,Lorem ipsum dolor sit amet,83081,5,False 
Category B,361,Consectetur adipiscing elit,55135,5,False 
Category B,709,Consectetur adipiscing elit,38951,5,False 
Category A,751,Sed do eiusmod tempor incididunt,95979,5,False 
Category C,997,Sed do eiusmod tempor incididunt,34616,5,False 
Category A,918,Consectetur adipiscing elit,38995,5,False 
Category B,19,Sed do eiusmod tempor incididunt,52597,5,False 
Category A,464,Sed do eiusmod tempor incididunt,31147,5,False 
Category C,890,Ut labore et dolore magna aliqua,54486,5,False 
Category A,921,Ut labore et dolore magna aliqua,106609,5,False 
Category A,256,Sed do eiusmod tempor incididunt,78352,5,False 
Category A,537,Sed do eiusmod tempor incididunt,91351,5,False 
Category C,95,Sed do eiusmod tempor incididunt,65930,5,False 
Category A,785,Consectetur adipiscing elit,65761,5,False 
Category B,321,Consectetur adipiscing elit,115155,5,False 
Category B,515,Ut labore et dolore magna aliqua,83947,5,False 
Category C,217,Sed do eiusmod tempor incididunt,105952,5,False 
Category B,823,Ut labore et dolore magna aliqua,111007,5,False 
Category B,490,Consectetur adipiscing elit,36188,5,False 
Category C,34,Ut labore et dolore magna aliqua,88050,5,False 
Category A,627,Consectetur adipiscing elit,91075,5,False 
Category A,537,Consectetur adipiscing elit,119043,5,False 
Category B,444,Lorem ipsum dolor sit amet,75346,5,False 
Category B,857,Sed do eiusmod tempor incididunt,30805,5,False 
Category B,860,Ut labore et dolore magna aliqua,96070,5,False 
Category B,310,Consectetur adipiscing elit,72878,5,False 
Category A,551,Lorem ipsum dolor sit amet,30069,5,False 
Category B,371,Lorem ipsum dolor sit amet,114590,5,False 
Category A,921,Lorem ipsum dolor sit amet,89322,5,False 
Category B,507,Lorem ipsum dolor sit amet,31221,5,False 
Category C,422,Ut labore et dolore magna aliqua,73767,5,False 
Category B,678,Lorem ipsum dolor sit amet,35717,5,False 
Category B,758,Sed do eiusmod tempor incididunt,48395,5,False 
Category B,296,Sed do eiusmod tempor incididunt,93657,5,False 
Category C,923,Ut labore et dolore magna aliqua,104558,5,False 
Category A,739,Sed do eiusmod tempor incididunt,37918,5,False 
Category A,105,Ut labore et dolore magna aliqua,30241,5,False 
Category C,412,Consectetur adipiscing elit,107856,5,False 
Category A,615,Consectetur adipiscing elit,37181,5,False 
Category A,607,Ut labore et dolore magna aliqua,84590,5,False 
Category A,897,Sed do eiusmod tempor incididunt,82931,5,False 
Category C,74,Ut labore et dolore magna aliqua,65387,5,False 
Category A,912,Lorem ipsum dolor sit amet,57124,5,False 
Category B,811,Consectetur adipiscing elit,65160,5,False 
Category B,873,Ut labore et dolore magna aliqua,38535,5,False 
Category C,789,Sed do eiusmod tempor incididunt,114248,5,False 
Category C,247,Ut labore et dolore magna aliqua,56988,5,False 
Category A,426,Lorem ipsum dolor sit amet,103601,5,False 
Category A,401,Consectetur adipiscing elit,41160,5,False 
Category B,334,Consectetur adipiscing elit,117036,5,False 
Category A,503,Ut labore et dolore magna aliqua,98059,5,False 
Category B,556,Lorem ipsum dolor sit amet,74683,5,False 
Category C,159,Lorem ipsum dolor sit amet,94658,5,False 
Category C,254,Sed do eiusmod tempor incididunt,76564,5,False 
Category A,857,Sed do eiusmod tempor incididunt,64593,5,False 
Category C,245,Sed do eiusmod tempor incididunt,89757,5,False 
Category B,974,Sed do eiusmod tempor incididunt,38360,5,False 
Category A,808,Ut labore et dolore magna aliqua,101896,5,False 
Category C,408,Sed do eiusmod tempor incididunt,87561,5,False 
Category B,55,Consectetur adipiscing elit,102107,5,False 
Category B,835,Consectetur adipiscing elit,102920,5,False 
Category C,408,Ut labore et dolore magna aliqua,52828,5,False 
Category A,358,Ut labore et dolore magna aliqua,31290,5,False 
Category B,137,Lorem ipsum dolor sit amet,49712,5,False 
Category C,739,Sed do eiusmod tempor incididunt,119607,5,False 
Category C,995,Sed do eiusmod tempor incididunt,87112,5,False 
Category B,121,Lorem ipsum dolor sit amet,108870,5,False 
Category B,860,Ut labore et dolore magna aliqua,100270,5,False 
Category A,245,Ut labore et dolore magna aliqua,69271,5,False 
Category A,712,Lorem ipsum dolor sit amet,72215,5,False 
Category A,384,Lorem ipsum dolor sit amet,98035,5,False 
Category C,320,Consectetur adipiscing elit,51095,5,False 
Category A,877,Ut labore et dolore magna aliqua,41495,5,False 
Category B,133,Consectetur adipiscing elit,44755,5,False 
Category A,838,Sed do eiusmod tempor incididunt,109469,4,False 
Category B,65,Ut labore et dolore magna aliqua,61993,4,False 
Category C,85,Ut labore et dolore magna aliqua,38970,4,False 
Category B,325,Sed do eiusmod tempor incididunt,60085,4,False 
Category A,686,Ut labore et dolore magna aliqua,42997,4,False 
Category C,338,Consectetur adipiscing elit,117742,4,False 
Category A,546,Lorem ipsum dolor sit amet,57177,4,False 
Category B,974,Sed do eiusmod tempor incididunt,36328,4,False 
Category B,377,Lorem ipsum dolor sit amet,99978,4,False 
Category A,442,Ut labore et dolore magna aliqua,98374,4,False 
Category A,108,Sed do eiusmod tempor incididunt,80264,4,False 
Category A,410,Ut labore et dolore magna aliqua,49140,4,False 
Category C,982,Consectetur adipiscing elit,114051,4,False 
Category B,481,Ut labore et dolore magna aliqua,58001,4,False 
Category A,89,Consectetur adipiscing elit,75104,4,False 
Category C,769,Consectetur adipiscing elit,77111,4,False 
Category C,805,Sed do eiusmod tempor incididunt,70850,4,False 
Category A,236,Ut labore et dolore magna aliqua,61018,4,False 
Category B,655,Sed do eiusmod tempor incididunt,48585,4,False 
Category B,264,Sed do eiusmod tempor incididunt,94289,4,False 
Category C,706,Lorem ipsum dolor sit amet,109430,4,False 
Category B,940,Sed do eiusmod tempor incididunt,96504,4,False 
Category A,751,Lorem ipsum dolor sit amet,116971,4,False 
Category C,505,Consectetur adipiscing elit,65379,4,False 
Category A,918,Consectetur adipiscing elit,36643,4,False 
Category C,899,Lorem ipsum dolor sit amet,83448,4,False 
Category B,10,Sed do eiusmod tempor incididunt,103508,4,False 
Category C,874,Consectetur adipiscing elit,50353,4,False 
Category B,767,Sed do eiusmod tempor incididunt,39697,4,False 
Category A,811,Ut labore et dolore magna aliqua,34396,4,False 
Category A,735,Consectetur adipiscing elit,102991,4,False 
Category B,522,Consectetur adipiscing elit,35000,4,False 
Category C,717,Ut labore et dolore magna aliqua,45049,4,False 
Category A,970,Sed do eiusmod tempor incididunt,56711,4,False 
Category B,493,Ut labore et dolore magna aliqua,102726,4,False 
Category B,475,Ut labore et dolore magna aliqua,113011,4,False 
Category C,674,Lorem ipsum dolor sit amet,88753,4,False 
Category B,232,Lorem ipsum dolor sit amet,71170,4,False 
Category B,989,Ut labore et dolore magna aliqua,113098,4,False 
Category C,406,Lorem ipsum dolor sit amet,38749,4,False 
Category A,646,Sed do eiusmod tempor incididunt,105731,4,False 
Category A,289,Sed do eiusmod tempor incididunt,104630,4,False 
Category A,120,Ut labore et dolore magna aliqua,51208,4,False 
Category B,68,Lorem ipsum dolor sit amet,36539,4,False 
Category B,376,Sed do eiusmod tempor incididunt,71856,4,False 
Category A,459,Ut labore et dolore magna aliqua,63650,4,False 
Category C,204,Consectetur adipiscing elit,71669,4,False 
Category B,679,Sed do eiusmod tempor incididunt,111022,4,False 
Category A,897,Ut labore et dolore magna aliqua,88795,4,False 
Category C,506,Ut labore et dolore magna aliqua,79107,4,False 
Category A,548,Lorem ipsum dolor sit amet,42876,4,False 
Category B,681,Ut labore et dolore magna aliqua,71476,4,False 
Category B,772,Ut labore et dolore magna aliqua,97113,4,False 
Category C,689,Sed do eiusmod tempor incididunt,56984,4,False 
Category C,923,Sed do eiusmod tempor incididunt,56784,4,False 
Category B,546,Consectetur adipiscing elit,51015,4,False 
Category B,937,Ut labore et dolore magna aliqua,31847,4,False 
Category C,82,Ut labore et dolore magna aliqua,85850,4,False 
Category C,508,Ut labore et dolore magna aliqua,44520,4,False 
Category C,791,Lorem ipsum dolor sit amet,48468,4,False 
Category B,850,Ut labore et dolore magna aliqua,105737,4,False 
Category C,726,Ut labore et dolore magna aliqua,81333,4,False 
Category A,927,Lorem ipsum dolor sit amet,42845,4,False 
Category C,921,Lorem ipsum dolor sit amet,76527,4,False 
Category A,625,Sed do eiusmod tempor incididunt,99285,4,False 
Category A,468,Ut labore et dolore magna aliqua,77065,4,False 
Category B,155,Ut labore et dolore magna aliqua,93663,4,False 
Category B,695,Lorem ipsum dolor sit amet,31796,4,False 
Category C,870,Lorem ipsum dolor sit amet,71491,4,False 
Category C,216,Sed do eiusmod tempor incididunt,112971,4,False 
Category B,522,Sed do eiusmod tempor incididunt,118047,4,False 
Category B,640,Sed do eiusmod tempor incididunt,70359,4,False 
Category A,528,Sed do eiusmod tempor incididunt,41952,4,False 
Category A,364,Ut labore et dolore magna aliqua,32358,4,False 
Category C,919,Sed do eiusmod tempor incididunt,47625,4,False 
Category A,209,Sed do eiusmod tempor incididunt,95690,4,False 
Category C,953,Ut labore et dolore magna aliqua,36803,4,False 
Category B,762,Consectetur adipiscing elit,99145,4,False 
Category B,465,Sed do eiusmod tempor incididunt,80501,4,False 
Category A,925,Lorem ipsum dolor sit amet,114130,4,False 
Category B,844,Consectetur adipiscing elit,83777,4,False 
Category B,447,Consectetur adipiscing elit,58120,4,False 
Category A,292,Sed do eiusmod tempor incididunt,36026,4,False 
Category B,985,Consectetur adipiscing elit,55070,4,False 
Category A,719,Consectetur adipiscing elit,85242,4,False 
Category B,496,Lorem ipsum dolor sit amet,106402,4,False 
Category A,893,Ut labore et dolore magna aliqua,81712,4,False 
Category C,263,Consectetur adipiscing elit,65538,4,False 
Category A,921,Lorem ipsum dolor sit amet,64536,4,False 
Category B,196,Sed do eiusmod tempor incididunt,81001,4,False 
Category A,743,Ut labore et dolore magna aliqua,31324,4,False 
Category C,880,Lorem ipsum dolor sit amet,91250,4,False 
Category C,481,Lorem ipsum dolor sit amet,119725,4,False 
Category B,972,Lorem ipsum dolor sit amet,100524,4,False 
Category C,235,Sed do eiusmod tempor incididunt,87227,4,False 
Category C,923,Sed do eiusmod tempor incididunt,44717,4,False 
Category A,327,Sed do eiusmod tempor incididunt,110086,4,False 
Category B,725,Ut labore et dolore magna aliqua,62869,4,False 
Category C,895,Lorem ipsum dolor sit amet,41866,4,False 
Category C,65,Ut labore et dolore magna aliqua,43639,4,False 
Category B,387,Consectetur adipiscing elit,32431,4,False 
Category A,42,Sed do eiusmod tempor incididunt,33323,4,False 
Category C,419,Consectetur adipiscing elit,44846,4,False 
Category A,289,Consectetur adipiscing elit,90516,4,False 
Category A,657,Consectetur adipiscing elit,66051,4,False 
Category B,766,Consectetur adipiscing elit,85696,4,False 
Category C,810,Consectetur adipiscing elit,108965,4,False 
Category A,996,Consectetur adipiscing elit,113602,4,False 
Category C,360,Lorem ipsum dolor sit amet,31393,4,False 
Category B,527,Consectetur adipiscing elit,105260,4,False 
Category C,801,Lorem ipsum dolor sit amet,37524,4,False 
Category B,305,Sed do eiusmod tempor incididunt,90152,4,False 
Category B,378,Ut labore et dolore magna aliqua,78026,4,False 
Category B,537,Lorem ipsum dolor sit amet,95197,4,False 
Category B,675,Consectetur adipiscing elit,43746,4,False 
Category A,373,Lorem ipsum dolor sit amet,83422,4,False 
Category C,834,Consectetur adipiscing elit,88839,4,False 
Category B,604,Consectetur adipiscing elit,108659,4,False 
Category C,62,Sed do eiusmod tempor incididunt,83252,4,False 
Category B,309,Consectetur adipiscing elit,71585,4,False 
Category C,532,Consectetur adipiscing elit,45484,4,False 
Category C,870,Ut labore et dolore magna aliqua,38300,4,False 
Category A,980,Consectetur adipiscing elit,44354,4,False 
Category A,191,Consectetur adipiscing elit,86545,4,False 
Category B,642,Lorem ipsum dolor sit amet,108230,4,False 
Category C,716,Lorem ipsum dolor sit amet,48026,4,False 
Category A,349,Sed do eiusmod tempor incididunt,96091,4,False 
Category A,32,Ut labore et dolore magna aliqua,63205,4,False 
Category A,42,Sed do eiusmod tempor incididunt,100236,4,False 
Category B,208,Consectetur adipiscing elit,95950,4,False 
Category C,574,Ut labore et dolore magna aliqua,87095,4,False 
Category C,825,Sed do eiusmod tempor incididunt,31784,4,False 
Category C,155,Ut labore et dolore magna aliqua,80398,4,False 
Category B,967,Consectetur adipiscing elit,57548,4,False 
Category B,323,Ut labore et dolore magna aliqua,100723,4,False 
Category C,708,Consectetur adipiscing elit,106317,4,False 
Category C,245,Ut labore et dolore magna aliqua,84595,4,False 
Category B,880,Sed do eiusmod tempor incididunt,64706,4,False 
Category C,430,Consectetur adipiscing elit,93701,4,False 
Category C,53,Ut labore et dolore magna aliqua,63826,4,False 
Category A,329,Consectetur adipiscing elit,47325,4,False 
Category A,619,Lorem ipsum dolor sit amet,110372,4,False 
Category A,623,Consectetur adipiscing elit,50714,4,False 
Category A,272,Lorem ipsum dolor sit amet,119198,4,False 
Category C,402,Lorem ipsum dolor sit amet,70651,4,False 
Category C,878,Consectetur adipiscing elit,41950,4,False 
Category A,177,Consectetur adipiscing elit,111432,4,False 
Category C,728,Consectetur adipiscing elit,97044,4,False 
Category C,146,Consectetur adipiscing elit,115884,4,False 
Category A,967,Ut labore et dolore magna aliqua,66421,4,False 
Category A,100,Sed do eiusmod tempor incididunt,91204,4,False 
Category B,461,Sed do eiusmod tempor incididunt,47145,4,False 
Category B,569,Consectetur adipiscing elit,78961,4,False 
Category C,704,Lorem ipsum dolor sit amet,117767,4,False 
Category C,633,Ut labore et dolore magna aliqua,110280,4,False 
Category B,562,Lorem ipsum dolor sit amet,44103,4,False 
Category B,196,Sed do eiusmod tempor incididunt,91813,4,False 
Category C,751,Sed do eiusmod tempor incididunt,118505,4,False 
Category A,913,Lorem ipsum dolor sit amet,30197,4,False 
Category B,493,Sed do eiusmod tempor incididunt,108544,4,False 
Category B,207,Consectetur adipiscing elit,74074,4,False 
Category C,526,Consectetur adipiscing elit,79871,4,False 
Category C,993,Ut labore et dolore magna aliqua,90430,4,False 
Category A,690,Consectetur adipiscing elit,114483,4,False 
Category A,448,Lorem ipsum dolor sit amet,65611,4,False 
Category C,518,Sed do eiusmod tempor incididunt,118454,4,False 
Category A,885,Ut labore et dolore magna aliqua,32240,4,False 
Category C,564,Consectetur adipiscing elit,116707,4,False 
Category B,592,Sed do eiusmod tempor incididunt,38530,4,False 
Category C,928,Sed do eiusmod tempor incididunt,59582,4,False 
Category C,303,Lorem ipsum dolor sit amet,80030,4,False 
Category C,178,Sed do eiusmod tempor incididunt,38389,4,False 
Category C,867,Consectetur adipiscing elit,35763,4,False 
Category A,208,Sed do eiusmod tempor incididunt,107960,4,False 
Category C,855,Sed do eiusmod tempor incididunt,44064,4,False 
Category A,884,Ut labore et dolore magna aliqua,94294,4,False 
Category A,823,Lorem ipsum dolor sit amet,38431,4,False 
Category A,463,Ut labore et dolore magna aliqua,91636,4,False 
Category A,305,Lorem ipsum dolor sit amet,51007,4,False 
Category C,440,Ut labore et dolore magna aliqua,109351,4,False 
Category B,140,Lorem ipsum dolor sit amet,96022,4,False 
Category B,107,Sed do eiusmod tempor incididunt,35249,4,False 
Category B,381,Sed do eiusmod tempor incididunt,90373,4,False 
Category A,394,Sed do eiusmod tempor incididunt,52245,4,False 
Category A,457,Consectetur adipiscing elit,93650,4,False 
Category A,721,Consectetur adipiscing elit,88623,4,False 
Category B,826,Consectetur adipiscing elit,119635,4,False 
Category A,58,Sed do eiusmod tempor incididunt,95553,4,False 
Category C,529,Consectetur adipiscing elit,119968,4,False 
Category A,765,Lorem ipsum dolor sit amet,47107,4,False 
Category A,367,Sed do eiusmod tempor incididunt,42731,4,False 
Category B,876,Sed do eiusmod tempor incididunt,40275,4,False 
Category A,422,Consectetur adipiscing elit,101799,4,False 
Category B,867,Consectetur adipiscing elit,38855,4,False 
Category B,717,Consectetur adipiscing elit,60721,4,False 
Category C,324,Ut labore et dolore magna aliqua,81164,4,False 
Category C,598,Consectetur adipiscing elit,32579,4,False 
Category C,361,Consectetur adipiscing elit,99360,4,False 
Category B,827,Sed do eiusmod tempor incididunt,46675,4,False 
Category B,360,Lorem ipsum dolor sit amet,116908,4,False 
Category B,767,Consectetur adipiscing elit,53193,4,False 
Category B,524,Sed do eiusmod tempor incididunt,101119,4,False 
Category C,814,Ut labore et dolore magna aliqua,81829,4,False 
Category C,352,Sed do eiusmod tempor incididunt,118588,4,False 
Category B,81,Sed do eiusmod tempor incididunt,68052,4,False 
Category C,769,Ut labore et dolore magna aliqua,100828,4,False 
Category C,150,Ut labore et dolore magna aliqua,71627,4,False 
Category C,354,Lorem ipsum dolor sit amet,53812,4,False 
Category A,723,Consectetur adipiscing elit,105542,4,False 
Category A,347,Consectetur adipiscing elit,114359,4,False 
Category B,74,Ut labore et dolore magna aliqua,119253,4,False 
Category C,398,Consectetur adipiscing elit,30235,4,False 
Category C,547,Consectetur adipiscing elit,97348,4,False 
Category C,126,Lorem ipsum dolor sit amet,86115,4,False 
Category A,406,Lorem ipsum dolor sit amet,63903,4,False 
Category C,342,Consectetur adipiscing elit,66133,4,False 
Category C,969,Sed do eiusmod tempor incididunt,49182,4,False 
Category C,506,Consectetur adipiscing elit,117663,4,False 
Category C,683,Ut labore et dolore magna aliqua,36405,4,False 
Category C,289,Ut labore et dolore magna aliqua,58339,4,False 
Category A,600,Sed do eiusmod tempor incididunt,98141,4,False 
Category A,795,Sed do eiusmod tempor incididunt,51682,4,False 
Category A,18,Lorem ipsum dolor sit amet,75543,4,False 
Category B,984,Lorem ipsum dolor sit amet,62117,4,False 
Category B,227,Ut labore et dolore magna aliqua,68584,4,False 
Category A,84,Sed do eiusmod tempor incididunt,84176,4,False 
Category A,594,Ut labore et dolore magna aliqua,70188,4,False 
Category C,870,Consectetur adipiscing elit,87964,4,False 
Category C,67,Sed do eiusmod tempor incididunt,95084,4,False 
Category A,661,Consectetur adipiscing elit,64926,4,False 
Category B,313,Ut labore et dolore magna aliqua,89435,4,False 
Category A,415,Ut labore et dolore magna aliqua,72908,4,False 
Category A,813,Sed do eiusmod tempor incididunt,52493,4,False 
Category C,247,Ut labore et dolore magna aliqua,113671,4,False 
Category A,748,Sed do eiusmod tempor incididunt,41512,4,False 
Category C,184,Ut labore et dolore magna aliqua,98626,4,False 
Category C,893,Ut labore et dolore magna aliqua,101222,4,False 
Category C,91,Lorem ipsum dolor sit amet,112970,4,False 
Category B,808,Consectetur adipiscing elit,35723,4,False 
Category A,816,Lorem ipsum dolor sit amet,106846,4,False 
Category A,432,Sed do eiusmod tempor incididunt,33755,4,False 
Category B,491,Ut labore et dolore magna aliqua,54266,4,False 
Category B,899,Lorem ipsum dolor sit amet,79474,4,False 
Category A,709,Sed do eiusmod tempor incididunt,34013,4,False 
Category C,925,Consectetur adipiscing elit,82962,4,False 
Category C,328,Lorem ipsum dolor sit amet,54519,4,False 
Category C,584,Sed do eiusmod tempor incididunt,104791,4,False 
Category A,327,Lorem ipsum dolor sit amet,40306,4,False 
Category C,181,Consectetur adipiscing elit,30845,4,False 
Category C,694,Consectetur adipiscing elit,79140,4,False 
Category C,404,Consectetur adipiscing elit,60775,4,False 
Category C,143,Consectetur adipiscing elit,46052,4,False 
Category B,695,Ut labore et dolore magna aliqua,92690,4,False 
Category A,310,Sed do eiusmod tempor incididunt,62454,4,False 
Category C,721,Sed do eiusmod tempor incididunt,47981,4,False 
Category A,205,Sed do eiusmod tempor incididunt,102732,4,False 
Category A,324,Sed do eiusmod tempor incididunt,108704,4,False 
Category C,76,Sed do eiusmod tempor incididunt,117267,4,False 
Category A,839,Lorem ipsum dolor sit amet,99726,4,False 
Category B,652,Lorem ipsum dolor sit amet,93970,4,False 
Category C,921,Lorem ipsum dolor sit amet,105150,4,False 
Category B,900,Ut labore et dolore magna aliqua,117718,4,False 
Category B,161,Consectetur adipiscing elit,90917,4,False 
Category B,302,Ut labore et dolore magna aliqua,107492,4,False 
Category A,767,Sed do eiusmod tempor incididunt,64722,4,False 
Category C,219,Sed do eiusmod tempor incididunt,32879,4,False 
Category B,348,Lorem ipsum dolor sit amet,80939,4,False 
Category B,30,Lorem ipsum dolor sit amet,81866,4,False 
Category A,574,Sed do eiusmod tempor incididunt,67763,4,False 
Category B,150,Lorem ipsum dolor sit amet,81250,4,False 
Category B,486,Consectetur adipiscing elit,46619,4,False 
Category B,555,Lorem ipsum dolor sit amet,46389,4,False 
Category A,408,Consectetur adipiscing elit,79667,4,False 
Category B,494,Consectetur adipiscing elit,44259,4,False 
Category A,699,Consectetur adipiscing elit,115130,4,False 
Category B,871,Sed do eiusmod tempor incididunt,65976,4,False 
Category B,676,Ut labore et dolore magna aliqua,61089,4,False 
Category B,783,Sed do eiusmod tempor incididunt,113655,4,False 
Category C,821,Lorem ipsum dolor sit amet,116309,4,False 
Category A,303,Ut labore et dolore magna aliqua,80441,4,False 
Category C,984,Consectetur adipiscing elit,100180,4,False 
Category B,495,Consectetur adipiscing elit,66617,4,False 
Category C,595,Ut labore et dolore magna aliqua,92045,4,False 
Category C,398,Lorem ipsum dolor sit amet,57223,4,False 
Category A,571,Lorem ipsum dolor sit amet,82201,4,False 
Category A,572,Lorem ipsum dolor sit amet,100297,4,False 
Category C,52,Sed do eiusmod tempor incididunt,101039,4,False 
Category C,74,Sed do eiusmod tempor incididunt,37740,4,False 
Category B,73,Lorem ipsum dolor sit amet,71702,4,False 
Category B,158,Sed do eiusmod tempor incididunt,110033,4,False 
Category A,124,Consectetur adipiscing elit,81805,4,False 
Category C,275,Ut labore et dolore magna aliqua,88739,4,False 
Category B,994,Sed do eiusmod tempor incididunt,58044,4,False 
Category C,768,Lorem ipsum dolor sit amet,52051,4,False 
Category B,769,Lorem ipsum dolor sit amet,119629,4,False 
Category B,622,Sed do eiusmod tempor incididunt,35162,4,False 
Category A,778,Ut labore et dolore magna aliqua,51730,4,False 
Category B,357,Consectetur adipiscing elit,104011,4,False 
Category A,918,Lorem ipsum dolor sit amet,54832,4,False 
Category A,388,Sed do eiusmod tempor incididunt,96578,4,False 
Category B,587,Sed do eiusmod tempor incididunt,88550,4,False 
Category A,593,Consectetur adipiscing elit,89343,4,False 
Category C,298,Lorem ipsum dolor sit amet,39916,4,False 
Category A,447,Ut labore et dolore magna aliqua,53149,4,False 
Category C,945,Lorem ipsum dolor sit amet,95430,4,False 
Category B,794,Consectetur adipiscing elit,53039,4,False 
Category B,836,Sed do eiusmod tempor incididunt,59896,4,False 
Category B,340,Lorem ipsum dolor sit amet,46216,4,False 
Category C,457,Consectetur adipiscing elit,84936,4,False 
Category C,418,Consectetur adipiscing elit,66146,4,False 
Category B,648,Consectetur adipiscing elit,35327,4,False 
Category B,540,Sed do eiusmod tempor incididunt,86305,4,False 
Category A,215,Consectetur adipiscing elit,50855,4,False 
Category A,892,Consectetur adipiscing elit,45510,4,False 
Category C,19,Sed do eiusmod tempor incididunt,40449,4,False 
Category C,910,Lorem ipsum dolor sit amet,81732,4,False 
Category B,820,Lorem ipsum dolor sit amet,51161,4,False 
Category B,466,Consectetur adipiscing elit,103279,4,False 
Category C,300,Ut labore et dolore magna aliqua,106244,4,False 
Category A,591,Sed do eiusmod tempor incididunt,59354,4,False 
Category C,80,Sed do eiusmod tempor incididunt,55123,4,False 
Category B,487,Sed do eiusmod tempor incididunt,92655,4,False 
Category C,102,Consectetur adipiscing elit,73937,4,False 
Category A,635,Sed do eiusmod tempor incididunt,112370,4,False 
Category B,611,Consectetur adipiscing elit,51104,4,False 
Category B,841,Ut labore et dolore magna aliqua,78525,4,False 
Category B,621,Ut labore et dolore magna aliqua,56168,4,False 
Category A,851,Sed do eiusmod tempor incididunt,111415,4,False 
Category C,289,Lorem ipsum dolor sit amet,104239,4,False 
Category B,804,Lorem ipsum dolor sit amet,66300,4,False 
